n_requests,min_context,max_context,mean_fragmentation,median_fragmentation,p90_fragmentation,analytical_tokens_per_page,analytical_decode_reservation_tokens,analytical_context_cap_tokens,analytical_exact_mean_abs_error,analytical_exact_max_abs_error,analytical_average_mean_abs_error,analytical_average_max_abs_error,analytical_worst_case_mean_abs_error,analytical_worst_case_max_abs_error
58,4085.0,118784.0,5.201205299575309,1.8009440104166665,13.035714285714294,4096,1,118784,0.05747126436781612,3.333333333333333,5.128909887967327,33.124564503760396,5.130082828507313,49.79867425761674
