n_requests,min_context,max_context,mean_fragmentation,median_fragmentation,p90_fragmentation,analytical_tokens_per_page,analytical_decode_reservation_tokens,analytical_context_cap_tokens,analytical_exact_mean_abs_error,analytical_exact_max_abs_error,analytical_average_mean_abs_error,analytical_average_max_abs_error,analytical_worst_case_mean_abs_error,analytical_worst_case_max_abs_error
30,128,8192,21.480123638853794,15.343915343915342,46.080586080586095,819,0,8192,1.7763568394002506e-16,1.7763568394002505e-15,6.998525850977384,28.54996383658804,11.2691697316018,45.37969906589945
